#
# $ make update_params
# copying: public domain
|uim-fepの|あたらしい|ばーじょん| |uim-fepの|新しい|バージョン|
|わりざんの|ひっさんを|こうそくに|やってるような|かんじです| |割り算の|筆算を|高速に|やってるような|感じです|
|わりと|かんたんだと|おもいますけどね| |わりと|簡単だと|思いますけどね|
|わりと|きれいだ| |割と|綺麗だ|
|わりと|けっさくな|ぐうぜんですね| |割と|傑作な|偶然ですね|
|わりと|なつかしい|きゃらですね| |わりと|懐かしい|キャラですね|
|わりと|ひさんな|けつまつになるのが|せおりー| |割と|悲惨な|結末になるのが|セオリー|
|わりと|よかったと|おもうけど|、|いかんせん|おもい| |割と|良かったと|思うけど|、|いかんせん|重い|
|わるいけど|また|こんどにして| |悪いけど|また|今度にして|
|われながら|そう|おもう| |我ながら|そう|思う|
|われわれが|しらない|せかいが|ここに|ある| |我々が|知らない|世界が|ここに|ある|
|われわれの|すこーぷから|はずれているのですが|どう|おかんがえでしょうか|？| |我々の|スコープから|外れているのですが|どう|お考えでしょうか|?|
|わんぴーす|かっても|きていく|ところは|ないのだけど| |ワンピース|買っても|着ていく|所は|無いのだけど|
|かれを|たずねて|らいにち| |彼を|訪ねて|来日|
|もんだいが|でたら|てきぎ|ふやす| |問題が|出たら|適宜|増やす|
|あと|ふたつで|きりばん|げっと| |あと|二つで|キリ番|ゲット|
|ないても|ものごとは|かいけつしない| |泣いても|物事は|解決しない|
|どっかいりょくの|ない|ゆとり| |読解力の|無い|ゆとり|
|この|こたえ|わかるか| |この|答|分かるか|
|ぶしつ|よって|じゅうでんしてから|かえる| |部室|寄って|充電してから|帰る|
|つかれてるな| |疲れてるな|
|えらんだら|あそべるはず| |選んだら|遊べるはず|
|あめりか|えいご|いがいのも|まざってるらしい| |アメリカ|英語|以外のも|混ざってるらしい|
|ふるい|けいしきで|とうろくされた|たんご| |古い|形式で|登録された|単語|
|それでは|ぷあだよね| |それでは|プアだよね|
|３０ねんほど|まえから|だれも|いなくなった| |３０年ほど|前から|誰も|いなくなった|
|しごとを|はじめるには|たいみんぐを|みないといけない| |仕事を|始めるには|タイミングを|見ないといけない|
|どこで|ぬりとか|ならってるの| |どこで|塗りとか|習ってるの|
|そうは|みえないが| |そうは|見えないが|
|ふつうの|いちに|みえるが| |普通の|位置に|見えるが|
|さんかするとか|いいだして| |参加するとか|言い出して|
|こうぼから|うまれた| |酵母から|生まれた|
|さすぺんど|ちゅう| |サスペンド|中|
|かれからは|へんじが|まだ|なかろう| |彼からは|返事が|まだ|無かろう|
|そくどが|こうじょうしたにも|かかわらず| |速度が|向上したにも|関わらず|
|きみの|ぶんに|かぎって|めいきする| |君の|分に|限って|明記する|
|きみの|ぶんに|かぎった|しょち| |君の|分に|限った|処置|
|ぷろ|つうさん|にしょうめ| |プロ|通算|２勝目|
|じゅんほうこうに|かける| |順方向に|かける|
|とかして|かためて|すてちゃう| |溶かして|固めて|捨てちゃう|
|やぼようを|しょりして|かえりの|しんかんせんです| |野暮用を|処理して|帰りの|新幹線です|
|がいぶ|もじゅーる| |外部|モジュール|
|おなじく|かんけいない| |同じく|関係ない|
|かぜに|まう|ぼうし| |風に|舞う|帽子|
|わりと|このへん|ふくせんかも| |割と|この辺|伏線かも|
|しけい|はいしろん| |死刑|廃止論|
|とげば|いいんだろ| |研げば|良いんだろ|
|ないようが|ふかいな| |内容が|深いな|
|あんな|かんじに|ならないと|おもう| |あんな|感じに|ならないと|思う|
|じぶん|あてのみ| |自分|宛のみ|
|おそくなってしまったのも| |遅くなってしまったのも|
|こいした|ひと| |恋した|人|
|そせいへの|たいおうを|けいさんする| |素性への|対応を|計算する|
|れいの|せいひんなら|そのへんを|よゆうで|しょりできる| |例の|製品なら|その辺を|余裕で|処理できる|
|べっどに|みを|しずめているのは| |ベッドに|身を|沈めているのは|
|いろいろ|しこんでおく| |色々|仕込んでおく|
|びみょうの|きんだい|ようほう| |微妙の|近代|用法|
|ただちに|じょうむいんまで|しらせる| |直ちに|乗務員まで|知らせる|
|しごとが|たのしくて|よるおそくまで|はたらく| |仕事が|楽しくて|夜遅くまで|働く|
|じっかでは|いちにちじゅう|ねていた| |実家では|一日中|寝ていた|
|ちっとも|しごとが|すすんだ|きがしなかった| |ちっとも|仕事が|進んだ|気がしなかった|
|しゅうりは|こんなんか| |修理は|困難か|
|そろそろ|でんぱが|とどかない|ちいきに|はいる| |そろそろ|電波が|届かない|地域に|入る|
|もうすこしで|きりの|いい|ところに|とうたつしそう| |もう少しで|キリの|良い|所に|到達しそう|
|しきその|うすい|めと|めがね| |色素の|薄い|目と|眼鏡|
|ひとまわり|としうえなのを|のぞけば|もんだいない| |一回り|年上なのを|除けば|問題ない|
|まるめて|すてちゃえ| |丸めて|捨てちゃえ|
|さらいしゅうから|２かげつ|ほんしゃ|しゅっちょうです| |再来週から|２ヶ月|本社|出張です|
|のうに|ふかの|かかる|しごとを|していかないと| |脳に|負荷の|かかる|仕事を|していかないと|
|この|こうこく|ないに|ある|がぞうの|さくしゃ| |この|広告|内に|ある|画像の|作者|
|３１さい|ぜんごの|だんせい| |３１歳|前後の|男性|
|なまえは|まだ|ない| |名前は|まだ|無い|
|きかずには|かえれない| |聞かずには|帰れない|
|しゅさいしゃからの|おしらせ| |主催者からの|お知らせ|
|てんそうした|めーるが|しょうしつした| |転送した|メールが|消失した|
|あしたは|あさ|はやいから|ねる| |明日は|朝|早いから|寝る|
|ねむりつつ|ふとる| |眠りつつ|太る|
|そんなの|むりに|きまってるじゃないですか| |そんなの|無理に|決まってるじゃないですか|
|いわれるのが|おちだな| |言われるのが|オチだな|
|ぶんるいでの|げんかいを|しめす|りろん| |分類での|限界を|示す|理論|
|よていは|あいてるので|てきとうに| |予定は|開いてるので|適当に|
|いえから|かいしゃまで| |家から|会社まで|
|かれの|もちものっぽい| |彼の|持ち物っぽい|
|しらないと|しゃっきんできない| |知らないと|借金できない|
|かいはつが|よういな|ことから| |開発が|容易な|事から|
|しめしながら|すすみます| |示しながら|進みます|
|べんきょうすれば|おもしろいよ| |勉強すれば|面白いよ|
|かずが|へったのには|ちゅうい| |数が|減ったのには|注意|
|きのう|づけで|はいち| |昨日|付けで|配置|
|じっさい|つかおうと|おもうと| |実際|使おうと|思うと|
|みらいが|みえてくる| |未来が|見えてくる|
|かいはつなら|ぼくが|やる| |開発なら|僕が|やる|
|それが|しんじつならば|わたしは|しんでた| |それが|真実ならば|私は|死んでた|
|しの|たに| |死の|谷|
|めーるを|じゅしんしていなくても| |メールを|受信していなくても|
|ぷろぐらまとなるために|ひつような|すべて| |プログラマとなるために|必要な|すべて|
|むりだと|おもうけど| |無理だと|思うけど|
|あいしても|いいことは|ない| |愛しても|良い事は|無い|
|こわれるほど|つよく|なぐる| |壊れるほど|強く|殴る|
|それを|なんとかする|りそーすは|ない| |それを|何とかする|リソースは|無い|
|りえきが|たかいはず| |利益が|高いはず|
|わたしを|ふくめて|おおくの|ひと| |私を|含めて|多くの|人|
|ひとりで|やってるなら|かまわない| |一人で|やってるなら|構わない|
|しえんを|うけて|ちょうさ| |支援を|受けて|調査|
|ひとが|いないか|さがしてみる| |人が|いないか|探してみる|
|それいがいにも|ようとが|あった| |それ以外にも|用途が|あった|
|なめるなよ| |なめるなよ|
|それを|かんがえれば|ふじゅうぶんだ| |それを|考えれば|不十分だ|
|どうしても|みたいなら| |どうしても|見たいなら|
|じろう| |次郎|
|いまの|ぺーすだと|ずっと|むり| |今の|ペースだと|ずっと|無理|
|あしたなら|いけるのに| |明日なら|行けるのに|
